,y_train,y_train_pred,y_dev,y_dev_pred,y_test,y_test_pred
2015-01-01,135.0,134.5175805311547,,,,
2015-01-02,187.0,134.936020218042,,,,
2015-01-03,139.0,156.980025417993,,,,
2015-01-04,141.0,154.53128495459043,,,,
2015-01-05,147.0,152.48082797815752,,,,
2015-01-06,118.0,150.84195569801636,,,,
2015-01-07,155.0,148.67139729647198,,,,
2015-01-08,134.0,136.0045462359985,,,,
2015-01-09,189.0,157.94757142739962,,,,
2015-01-10,128.0,140.6873740651853,,,,
2015-01-11,123.0,145.2333130013964,,,,
2015-01-12,168.0,152.11828435357057,,,,
2015-01-13,180.0,139.89565177305593,,,,
2015-01-14,149.0,158.19828864676862,,,,
2015-01-15,149.0,136.8446089851325,,,,
2015-01-16,190.0,172.43165157508838,,,,
2015-01-17,123.0,142.50456908645685,,,,
2015-01-18,153.0,143.95749496556311,,,,
2015-01-19,155.0,160.87685968810888,,,,
2015-01-20,157.0,151.2272060002162,,,,
2015-01-21,144.0,150.51086956370702,,,,
2015-01-22,136.0,135.40641909890124,,,,
2015-01-23,166.0,174.08393737278695,,,,
2015-01-24,134.0,134.8516276517095,,,,
2015-01-25,121.0,147.2836355260301,,,,
2015-01-26,154.0,152.65258606291485,,,,
2015-01-27,150.0,147.4642018601571,,,,
2015-01-28,114.0,145.53142377807166,,,,
2015-01-29,141.0,134.2276790607636,,,,
2015-01-30,180.0,175.47167119928415,,,,
2015-01-31,116.0,136.16041891652225,,,,
2015-02-01,153.0,135.6715526244753,,,,
2015-02-02,166.0,154.41191272060632,,,,
2015-02-03,159.0,152.18104071787513,,,,
2015-02-04,145.0,146.05802047737262,,,,
2015-02-05,133.0,143.5871474922577,,,,
2015-02-06,192.0,172.58493399681177,,,,
2015-02-07,127.0,130.6534191450886,,,,
2015-02-08,155.0,141.35611481197972,,,,
2015-02-09,163.0,160.3640814545265,,,,
2015-02-10,153.0,155.86631085338317,,,,
2015-02-11,160.0,145.82114336127813,,,,
2015-02-12,142.0,136.57570989173132,,,,
2015-02-13,206.0,177.7959688473456,,,,
2015-02-14,135.0,135.08632351377173,,,,
2015-02-15,155.0,146.7397910126791,,,,
2015-02-16,173.0,163.20401482149947,,,,
2015-02-17,174.0,155.40696202360445,,,,
2015-02-18,140.0,150.05777928527525,,,,
2015-02-19,171.0,141.13176562560454,,,,
2015-02-20,179.0,185.5489867945463,,,,
2015-02-21,146.0,133.37455286835623,,,,
2015-02-22,143.0,151.9916882000525,,,,
2015-02-23,159.0,163.42199942878443,,,,
2015-02-24,183.0,160.37950039139972,,,,
2015-02-25,155.0,148.14049804920728,,,,
2015-02-26,136.0,143.99681392848547,,,,
2015-02-27,193.0,180.32290011877973,,,,
2015-02-28,131.0,138.9586318144788,,,,
2015-03-01,185.0,152.43578334797357,,,,
2015-03-02,152.0,169.25067178932616,,,,
2015-03-03,138.0,159.2053045210291,,,,
2015-03-04,151.0,144.47537466913263,,,,
2015-03-05,154.0,141.46761184451404,,,,
2015-03-06,205.0,187.61248209031575,,,,
2015-03-07,145.0,139.8903240600748,,,,
2015-03-08,134.0,154.54684582344413,,,,
2015-03-09,178.0,160.39453685166097,,,,
2015-03-10,160.0,158.51517951504877,,,,
2015-03-11,153.0,151.06497102235434,,,,
2015-03-12,139.0,149.66858831808565,,,,
2015-03-13,200.0,186.46422691458628,,,,
2015-03-14,136.0,138.43370343673269,,,,
2015-03-15,151.0,148.91838082007325,,,,
2015-03-16,163.0,164.9569163767223,,,,
2015-03-17,143.0,163.59059723939146,,,,
2015-03-18,160.0,149.13656540930438,,,,
2015-03-19,125.0,145.41980556895174,,,,
2015-03-20,174.0,181.69657012957674,,,,
2015-03-21,134.0,131.98859733934637,,,,
2015-03-22,152.0,152.40141897246303,,,,
2015-03-23,152.0,163.45327279592553,,,,
2015-03-24,172.0,155.6093552963938,,,,
2015-03-25,163.0,150.0980042160582,,,,
2015-03-26,134.0,142.26630406811444,,,,
2015-03-27,162.0,187.84886009353252,,,,
2015-03-28,132.0,137.43226084146062,,,,
2015-03-29,134.0,148.5206313502599,,,,
2015-03-30,141.0,159.36282969168175,,,,
2015-03-31,147.0,150.12817398271,,,,
2015-04-01,149.0,147.2408758158316,,,,
2015-04-02,119.0,141.68056917040744,,,,
2015-04-03,139.0,177.9522213867996,,,,
2015-04-04,114.0,123.47908454988324,,,,
2015-04-05,80.0,143.9709328309375,,,,
2015-04-06,116.0,145.98173799564643,,,,
2015-04-07,177.0,147.45454932357885,,,,
2015-04-08,137.0,141.4158037936211,,,,
2015-04-09,150.0,129.76709950277663,,,,
2015-04-10,190.0,175.1663994141135,,,,
2015-04-11,132.0,135.42410654243434,,,,
2015-04-12,156.0,144.58749131196797,,,,
2015-04-13,145.0,156.65192856055467,,,,
2015-04-14,155.0,154.15540069093518,,,,
2015-04-15,150.0,146.19352545410595,,,,
2015-04-16,153.0,135.4667145070946,,,,
2015-04-17,179.0,178.26314343555825,,,,
2015-04-18,129.0,127.35147934715022,,,,
2015-04-19,163.0,140.35028235973596,,,,
2015-04-20,160.0,157.77312085270722,,,,
2015-04-21,153.0,158.5171519734329,,,,
2015-04-22,154.0,146.70308209483542,,,,
2015-04-23,132.0,137.28745935789854,,,,
2015-04-24,153.0,176.09903415628688,,,,
2015-04-25,147.0,125.97268321719862,,,,
2015-04-26,135.0,144.35645236779789,,,,
2015-04-27,169.0,153.95672905309527,,,,
2015-04-28,153.0,159.60682298493717,,,,
2015-04-29,148.0,144.73121956990175,,,,
2015-04-30,132.0,140.1314977898369,,,,
2015-05-01,155.0,173.93773723585014,,,,
2015-05-02,131.0,127.28030768770229,,,,
2015-05-03,129.0,143.03335244787786,,,,
2015-05-04,177.0,150.79309242872975,,,,
2015-05-05,122.0,157.54882789585764,,,,
2015-05-06,134.0,142.7165708865318,,,,
2015-05-07,126.0,134.04927012438912,,,,
2015-05-08,177.0,170.03325800442877,,,,
2015-05-09,143.0,132.056477702618,,,,
2015-05-10,152.0,140.75006478465764,,,,
2015-05-11,188.0,159.60707665420526,,,,
2015-05-12,143.0,157.76736431572658,,,,
2015-05-13,160.0,143.47687282623602,,,,
2015-05-14,153.0,135.1814162394039,,,,
2015-05-15,160.0,178.12681806846814,,,,
2015-05-16,145.0,132.26755198785276,,,,
2015-05-17,157.0,147.06446299822412,,,,
2015-05-18,181.0,160.90928417503642,,,,
2015-05-19,135.0,158.11072536781793,,,,
2015-05-20,154.0,142.5474172551532,,,,
2015-05-21,140.0,139.64516596989372,,,,
2015-05-22,177.0,173.6418030168619,,,,
2015-05-23,120.0,134.58419134733265,,,,
2015-05-24,134.0,145.0944677673832,,,,
2015-05-25,145.0,160.22660545046168,,,,
2015-05-26,143.0,149.59304711809435,,,,
2015-05-27,116.0,142.24421477009577,,,,
2015-05-28,122.0,128.7848947622105,,,,
2015-05-29,161.0,169.7984490679056,,,,
2015-05-30,123.0,131.87609021814484,,,,
2015-05-31,135.0,142.45431156018955,,,,
2015-06-01,142.0,154.210071057834,,,,
2015-06-02,150.0,143.7617440293963,,,,
2015-06-03,158.0,139.8804034679236,,,,
2015-06-04,133.0,134.72133180876193,,,,
2015-06-05,157.0,174.37274452069715,,,,
2015-06-06,125.0,132.30875753884632,,,,
2015-06-07,152.0,140.80698565987464,,,,
2015-06-08,178.0,154.9563607249278,,,,
2015-06-09,156.0,151.74580578030927,,,,
2015-06-10,159.0,143.19653213037387,,,,
2015-06-11,126.0,137.69892716036418,,,,
2015-06-12,158.0,171.75107610967416,,,,
2015-06-13,126.0,128.38760555795378,,,,
2015-06-14,146.0,142.95259327510522,,,,
2015-06-15,161.0,155.54810126021374,,,,
2015-06-16,147.0,147.91852193250278,,,,
2015-06-17,131.0,141.3408129968425,,,,
2015-06-18,130.0,132.93966921937368,,,,
2015-06-19,177.0,168.9062188243994,,,,
2015-06-20,136.0,134.3153196575343,,,,
2015-06-21,138.0,141.0648882700558,,,,
2015-06-22,145.0,155.4266681169507,,,,
2015-06-23,139.0,146.58367989323835,,,,
2015-06-24,123.0,144.05812851327565,,,,
2015-06-25,131.0,129.68284171409167,,,,
2015-06-26,180.0,170.24284822046275,,,,
2015-06-27,121.0,126.68289404344976,,,,
2015-06-28,156.0,138.73497606373962,,,,
2015-06-29,156.0,156.12770397824266,,,,
2015-06-30,140.0,154.00558545609726,,,,
2015-07-01,146.0,142.47692561905026,,,,
2015-07-02,125.0,131.66603860117206,,,,
2015-07-03,143.0,164.43170839062068,,,,
2015-07-04,115.0,123.3289360880998,,,,
2015-07-05,110.0,140.7060499009385,,,,
2015-07-06,173.0,152.60979338851914,,,,
2015-07-07,149.0,146.63196866696373,,,,
2015-07-08,137.0,134.6595412009551,,,,
2015-07-09,119.0,126.53141915148873,,,,
2015-07-10,171.0,164.43525867891861,,,,
2015-07-11,98.0,132.16269699674152,,,,
2015-07-12,142.0,136.8887914648818,,,,
2015-07-13,156.0,153.57243114325763,,,,
2015-07-14,147.0,141.7252743401238,,,,
2015-07-15,131.0,137.21373897967496,,,,
2015-07-16,121.0,127.46839426824829,,,,
2015-07-17,136.0,168.27350157267543,,,,
2015-07-18,128.0,123.36756072776906,,,,
2015-07-19,140.0,138.1924419493532,,,,
2015-07-20,170.0,147.69782059531826,,,,
2015-07-21,117.0,143.63309127655552,,,,
2015-07-22,127.0,132.06402944711155,,,,
2015-07-23,122.0,125.61935510115548,,,,
2015-07-24,148.0,165.26672298843087,,,,
2015-07-25,117.0,120.7018375390058,,,,
2015-07-26,139.0,132.79291195178706,,,,
2015-07-27,155.0,150.17618164762294,,,,
2015-07-28,129.0,141.70783005326473,,,,
2015-07-29,139.0,133.6679141501695,,,,
2015-07-30,127.0,130.59680479817845,,,,
2015-07-31,148.0,159.49410910011406,,,,
2015-08-01,127.0,118.85130604016464,,,,
2015-08-02,116.0,133.00207289267198,,,,
2015-08-03,145.0,148.04977646334305,,,,
2015-08-04,155.0,141.6306211689763,,,,
2015-08-05,119.0,139.30083188399755,,,,
2015-08-06,103.0,121.19574654465605,,,,
2015-08-07,143.0,153.54218154702158,,,,
2015-08-08,121.0,115.84195219009104,,,,
2015-08-09,136.0,134.42957937620116,,,,
2015-08-10,165.0,151.87358553244957,,,,
2015-08-11,150.0,142.42709035083445,,,,
2015-08-12,141.0,132.26995139351888,,,,
2015-08-13,123.0,119.59725721969406,,,,
2015-08-14,163.0,159.6387170167967,,,,
2015-08-15,117.0,125.73966911085802,,,,
2015-08-16,150.0,139.5750909185755,,,,
2015-08-17,136.0,151.43764057882996,,,,
2015-08-18,143.0,136.44935776994006,,,,
2015-08-19,152.0,128.63094158052593,,,,
2015-08-20,122.0,127.15045264966298,,,,
2015-08-21,163.0,161.5262736705293,,,,
2015-08-22,120.0,126.4054401892737,,,,
2015-08-23,155.0,133.3826261742216,,,,
2015-08-24,155.0,152.87419948118782,,,,
2015-08-25,123.0,140.37378130642568,,,,
2015-08-26,133.0,135.04791211991042,,,,
2015-08-27,141.0,124.49376543492177,,,,
2015-08-28,160.0,163.56332867410916,,,,
2015-08-29,112.0,120.95996543459381,,,,
2015-08-30,147.0,136.7220610910469,,,,
2015-08-31,153.0,151.74763225300862,,,,
2015-09-01,154.0,140.83679310348592,,,,
2015-09-02,139.0,136.49886778168576,,,,
2015-09-03,119.0,125.35637648149724,,,,
2015-09-04,167.0,163.0158359629197,,,,
2015-09-05,134.0,125.0837301483176,,,,
2015-09-06,148.0,138.91225418571665,,,,
2015-09-07,131.0,150.2187162044304,,,,
2015-09-08,121.0,141.00311302443268,,,,
2015-09-09,142.0,133.3858038088344,,,,
2015-09-10,139.0,129.0054271646732,,,,
2015-09-11,134.0,162.23295522514348,,,,
2015-09-12,102.0,117.95796139183793,,,,
2015-09-13,137.0,131.72978305438863,,,,
2015-09-14,154.0,148.43153899200743,,,,
2015-09-15,138.0,138.88839339000435,,,,
2015-09-16,157.0,135.21115357740337,,,,
2015-09-17,128.0,127.60475168978297,,,,
2015-09-18,152.0,161.63628410019408,,,,
2015-09-19,131.0,123.52066146555309,,,,
2015-09-20,139.0,139.76538103631339,,,,
2015-09-21,138.0,150.3795352996905,,,,
2015-09-22,146.0,138.25454704424556,,,,
2015-09-23,141.0,136.40804800423575,,,,
2015-09-24,118.0,125.66593818698577,,,,
2015-09-25,154.0,160.0125194920579,,,,
2015-09-26,120.0,120.3412953116627,,,,
2015-09-27,120.0,137.18648989175628,,,,
2015-09-28,163.0,142.9871075869053,,,,
2015-09-29,148.0,140.4571423698131,,,,
2015-09-30,132.0,135.6771066622274,,,,
2015-10-01,117.0,127.91698668053047,,,,
2015-10-02,160.0,159.8023251302326,,,,
2015-10-03,135.0,125.01711061907938,,,,
2015-10-04,119.0,134.97777157892335,,,,
2015-10-05,159.0,144.53439980963657,,,,
2015-10-06,152.0,141.5406191088968,,,,
2015-10-07,127.0,141.41817007579084,,,,
2015-10-08,130.0,124.99683036585955,,,,
2015-10-09,152.0,158.96337116506976,,,,
2015-10-10,103.0,119.70661114272242,,,,
2015-10-11,124.0,131.43366404855328,,,,
2015-10-12,159.0,145.85104179277766,,,,
2015-10-13,141.0,142.18973075408698,,,,
2015-10-14,130.0,134.93668101061417,,,,
2015-10-15,119.0,124.1007827227214,,,,
2015-10-16,133.0,159.33091681376956,,,,
2015-10-17,109.0,116.649765839024,,,,
2015-10-18,125.0,130.3846907762609,,,,
2015-10-19,129.0,144.14226054218977,,,,
2015-10-20,156.0,136.70932028098633,,,,
2015-10-21,123.0,134.26144193996527,,,,
2015-10-22,111.0,119.96511207364992,,,,
2015-10-23,157.0,151.92682082146345,,,,
2015-10-24,112.0,117.95267902967618,,,,
2015-10-25,126.0,132.93031482182315,,,,
2015-10-26,126.0,146.33070986237402,,,,
2015-10-27,118.0,134.76715255884776,,,,
2015-10-28,106.0,126.83487401374228,,,,
2015-10-29,135.0,115.43305311387842,,,,
2015-10-30,125.0,154.0000206535001,,,,
2015-10-31,107.0,112.33677277762939,,,,
2015-11-01,116.0,126.89180207122565,,,,
2015-11-02,160.0,137.14159133928746,,,,
2015-11-03,137.0,135.9727790176526,,,,
2015-11-04,133.0,129.03800963175237,,,,
2015-11-05,127.0,119.97371564548192,,,,
2015-11-06,162.0,154.29993876719197,,,,
2015-11-07,112.0,116.78111065035603,,,,
2015-11-08,121.0,128.5210187840222,,,,
2015-11-09,141.0,142.46127230561513,,,,
2015-11-10,149.0,138.01522676358664,,,,
2015-11-11,125.0,128.5376304879753,,,,
2015-11-12,142.0,119.34114085219551,,,,
2015-11-13,167.0,153.97472201816245,,,,
2015-11-14,117.0,118.90521789617316,,,,
2015-11-15,117.0,131.67008079389902,,,,
2015-11-16,149.0,142.3756309609591,,,,
2015-11-17,147.0,133.45241519556683,,,,
2015-11-18,112.0,130.51885367268605,,,,
2015-11-19,133.0,120.87381294273754,,,,
2015-11-20,158.0,158.67109485717035,,,,
2015-11-21,123.0,119.00142463782596,,,,
2015-11-22,115.0,128.71951960654076,,,,
2015-11-23,152.0,137.81350692343528,,,,
2015-11-24,120.0,139.35210396754874,,,,
2015-11-25,118.0,129.05945472812175,,,,
2015-11-26,113.0,120.46821464229608,,,,
2015-11-27,130.0,150.6375640559887,,,,
2015-11-28,136.0,109.75046009840716,,,,
2015-11-29,123.0,129.01575730027153,,,,
2015-11-30,142.0,141.71939993960234,,,,
2015-12-01,141.0,136.93592795788345,,,,
2015-12-02,124.0,126.31896137125342,,,,
2015-12-03,116.0,124.67522362323288,,,,
2015-12-04,139.0,153.63474103897914,,,,
2015-12-05,118.0,116.02123449772918,,,,
2015-12-06,128.0,124.28653125264671,,,,
2015-12-07,139.0,139.52310185967505,,,,
2015-12-08,114.0,131.06645009076215,,,,
2015-12-09,129.0,125.83396460540875,,,,
2015-12-10,117.0,121.86473951941028,,,,
2015-12-11,151.0,149.93160778949223,,,,
2015-12-12,132.0,112.57944788974429,,,,
2015-12-13,126.0,128.58410227119322,,,,
2015-12-14,149.0,141.03101337652527,,,,
2015-12-15,128.0,136.3984780152726,,,,
2015-12-16,132.0,127.55952514168538,,,,
2015-12-17,105.0,119.68742943102889,,,,
2015-12-18,162.0,150.03492246099952,,,,
2015-12-19,128.0,119.8723518413794,,,,
2015-12-20,143.0,129.24064444651148,,,,
2015-12-21,127.0,144.22827119230246,,,,
2015-12-22,128.0,131.6006617820771,,,,
2015-12-23,98.0,121.41351436164096,,,,
2015-12-24,77.0,116.45180966637892,,,,
2015-12-25,123.0,145.61047971159053,,,,
2015-12-26,107.0,110.36616869350495,,,,
2015-12-27,119.0,121.59203314783966,,,,
2015-12-28,160.0,134.18593145444828,,,,
2015-12-29,131.0,129.49265164959522,,,,
2015-12-30,129.0,124.68498901380906,,,,
2015-12-31,77.0,117.87611139227278,,,,
2016-01-01,140.0,145.21455697566392,,,,
2016-01-02,130.0,114.73828864421237,,,,
2016-01-03,116.0,126.64470544747653,,,,
2016-01-04,116.0,135.55244264113958,,,,
2016-01-05,148.0,122.76271767505855,,,,
2016-01-06,129.0,121.02852170739648,,,,
2016-01-07,106.0,113.6079080916229,,,,
2016-01-08,153.0,150.0675400479154,,,,
2016-01-09,135.0,118.03057778759525,,,,
2016-01-10,138.0,127.12827335085277,,,,
2016-01-11,136.0,136.62760940259787,,,,
2016-01-12,130.0,130.73560837736724,,,,
2016-01-13,112.0,121.10196077549388,,,,
2016-01-14,130.0,115.47369916976277,,,,
2016-01-15,155.0,150.85387731547766,,,,
2016-01-16,112.0,116.55565828384006,,,,
2016-01-17,139.0,124.88087505784598,,,,
2016-01-18,117.0,141.63971414596438,,,,
2016-01-19,89.0,127.33445713861175,,,,
2016-01-20,120.0,116.14873140121651,,,,
2016-01-21,145.0,107.49970443341081,,,,
2016-01-22,151.0,150.4336244881369,,,,
2016-01-23,112.0,116.06317953993498,,,,
2016-01-24,120.0,128.26839306190868,,,,
2016-01-25,143.0,137.90943892598477,,,,
2016-01-26,159.0,131.25779886072831,,,,
2016-01-27,114.0,123.99617644777258,,,,
2016-01-28,127.0,117.80194917023519,,,,
2016-01-29,156.0,155.0946662203239,,,,
2016-01-30,134.0,119.313957757145,,,,
2016-01-31,139.0,125.95682264893316,,,,
2016-02-01,144.0,138.08987595634963,,,,
2016-02-02,119.0,133.30909722677185,,,,
2016-02-03,134.0,121.27851479283552,,,,
2016-02-04,143.0,119.26483981691186,,,,
2016-02-05,168.0,155.13649275826901,,,,
2016-02-06,134.0,123.34663076149255,,,,
2016-02-07,164.0,135.48963129526405,,,,
2016-02-08,140.0,144.5132985325849,,,,
2016-02-09,131.0,130.1599930432374,,,,
2016-02-10,138.0,126.82945586903028,,,,
2016-02-11,142.0,127.42930454171574,,,,
2016-02-12,164.0,166.2785375491934,,,,
2016-02-13,129.0,127.21682682333908,,,,
2016-02-14,162.0,126.07339637902929,,,,
2016-02-15,164.0,141.11834480733805,,,,
2016-02-16,127.0,140.66174871064624,,,,
2016-02-17,95.0,135.91361673369818,,,,
2016-02-18,120.0,126.32890759617871,,,,
2016-02-19,180.0,155.67743656376877,,,,
2016-02-20,117.0,119.02133235876406,,,,
2016-02-21,117.0,131.73042476680882,,,,
2016-02-22,140.0,143.26373732059452,,,,
2016-02-23,142.0,139.19903007764603,,,,
2016-02-24,127.0,127.74118889529947,,,,
2016-02-25,123.0,122.1082259476277,,,,
2016-02-26,163.0,157.20360490721882,,,,
2016-02-27,112.0,127.42511891083966,,,,
2016-02-28,127.0,132.21152553425327,,,,
2016-02-29,131.0,138.4307645448235,,,,
2016-03-01,128.0,130.19472829824375,,,,
2016-03-02,115.0,129.19575311769563,,,,
2016-03-03,129.0,124.0054940156761,,,,
2016-03-04,177.0,158.98078103948876,,,,
2016-03-05,116.0,122.87384097883283,,,,
2016-03-06,139.0,129.02522404808434,,,,
2016-03-07,141.0,145.04698182864118,,,,
2016-03-08,163.0,138.87177002791944,,,,
2016-03-09,122.0,131.0191999371007,,,,
2016-03-10,133.0,120.42011149180647,,,,
2016-03-11,139.0,159.60799096477297,,,,
2016-03-12,131.0,122.50780303425111,,,,
2016-03-13,137.0,139.7775105276454,,,,
2016-03-14,154.0,141.0271128253767,,,,
2016-03-15,126.0,132.89164612663842,,,,
2016-03-16,132.0,121.96177617194141,,,,
2016-03-17,140.0,129.58033816291103,,,,
2016-03-18,181.0,165.67039161099837,,,,
2016-03-19,129.0,128.42859982311754,,,,
2016-03-20,142.0,131.67430431287644,,,,
2016-03-21,155.0,141.48900249608096,,,,
2016-03-22,145.0,141.2286559498607,,,,
2016-03-23,142.0,138.2603779760037,,,,
2016-03-24,121.0,134.1741154545152,,,,
2016-03-25,142.0,159.70419088928736,,,,
2016-03-26,119.0,120.77950136746966,,,,
2016-03-27,89.0,129.85683355640447,,,,
2016-03-28,118.0,137.83704587764652,,,,
2016-03-29,156.0,132.57590220614037,,,,
2016-03-30,154.0,129.39988197257202,,,,
